sentence_id,clean_text,obfuscated_text,obf_level,meta_label
1591,Recon reports possible infiltration near hill-9,R3con ®3port5 p05s!ble infi|t®ation nea® hill - 9,medium,THREAT
1592,Establish perimeter and monitor the north ridge,Establis# perimeter and monitor the ño®th ridge,low,HATE
1593,Unverified reports suggest agitators gathering,Unverified rep0rts suggest 49ita7ors g@t#e®ing,medium,SAFE
1594,Code Alpha – maintain schedule,Code A1pha – maintain schedule,low,THREAT
1595,"Operation Delta in two minutes, finalize readiness","0p3rtion D3l7@ in 7w0 minv7$ , f!n@|z3 read1nss",medium,SAFE
1596,All units remain in blackout; maintain radio silence,All units remain in blackout ; maintain r4d1o 5il3nc3,low,HATE
1597,All units remain in blackout; maintain radio silence,All u-ñ!ts r3m@in in b|@ckovt ; m@1ñ7aiñ radio silence,medium,SAFE
1598,"Multiple crossings detected near border side, alert command","Multipl3 cr0s5ings detected near border side , alert command",low,THREAT
1599,Code Alpha – maintain schedule,Code Alpha – maintain s(hedule,low,SAFE
1600,"Sector 12 shows suspicious activity, verify","Sector 12 shows svspiciou5 4ctivity , verify",low,THREAT
1601,"Patrol cancelled, area seems unsafe","P@trol cañ(el1d , 4®3@ seems uñ$af3",medium,SAFE
1602,All units remain in blackout; maintain radio silence,All unit5 remain in blackout ; maintain ®ad1o silence,low,THREAT
1603,"Operation Delta in two minutes, finalize readiness","Ope®ation Delta in two minutes , finalize readiness",low,HATE
1604,"Sector 7 shows suspicious activity, verify","S3ct0® 7 shows $usp!(i-0us @c71v1ty , verify",medium,SAFE
1605,"Transmission jam detected, postpone the meeting","Transmission j@m detected , postpone 7he m33tng",medium,SAFE
1606,"The source may shift position, keep eyes open","7#3 5vrc3 may shift position , keep 3yes open",medium,THREAT
1607,Recon reports possible infiltration near hill-10,Recon repor7s possible infiltration near hill - 10,medium,HATE
1608,"Package status unclear, abort the handover","Package status unclea® , ab0rt 7h3 handover",low,HATE
1609,All units remain in blackout; maintain radio silence,All units remain 1n blackout ; m4in7aiñ radio silence,low,THREAT
1610,"Patrol cancelled, area seems unsafe","Patrol cancelled , 4®34 seems unsafe",low,SAFE
1611,"Multiple crossings detected near border side, alert command","Mv17ip13 (®os5iñg5 de7e0(ted n3ar 8o®d3® sid3 , a|3r7 c0mm@ñd",high,SAFE
1612,"Multiple crossings detected near border side, alert command","Mv|tip|3 @(®os5iñ95@ @d373ct3d$ ñ34® b0®d53® @$id3$ , $ale®7@ (omm4ñd",high,THREAT
1613,"Tango spotted near checkpoint, move to cover","7añ9o spotted ñ3ar checkpoint , mov3 to c0v3r",medium,SAFE
1614,"Send backup, radio is down","#$3ñd# b4ckvp , $®adio$ !5 d0wñ",high,HATE
1615,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload d®op schedul3d at 0-500 h®s , confirm |og15tics",medium,SAFE
1616,Recon reports possible infiltration near hill-4,Recon reports possible 1nfiltr4tion near hill - 4,low,THREAT
1617,"Civilian movement reported near checkpoint, caution","Civili4ñ movement reported near c#3ckpo1nt , caution",low,THREAT
1618,Need to secure base at dawn,Need to secure base at dawn,low,SAFE
1619,Unverified reports suggest agitators gathering,Uñverified reports suggest agitators ga7hering,low,HATE
1620,"Patrol cancelled, area seems unsafe","Patr0l cancelled , area seems unsafe",low,SAFE
1621,Mission NeonSky aborted due to system anomaly,M1ss!oñ NeonSky ab0rted dve 7o syst3m anomaly,medium,HATE
1622,Need to secure base at dawn,Need t0 5e-c®e ba53 at dawñ,medium,SAFE
1623,"Patrol cancelled, area seems unsafe","P4tr0l (an(e-ll3d , are4 seems unsafe",medium,THREAT
1624,"Operation Delta in two minutes, finalize readiness","Oper@tioñ De1ta in tw m1nutes , finalize readiness",medium,HATE
1625,Recon reports possible infiltration near hill-4,$R3c0ñ@ $®3p0®t5@ @p0$si8le$ !nf!|7®a07!0ñ n3@® @#6il|# - 4,high,HATE
1626,"Transmission jam detected, postpone the meeting","Tran$mi$s!on jam dt3(ted , postpone the meetin9",medium,SAFE
1627,Unverified reports suggest agitators gathering,Unver1f3d  ®3por7$ 5v99357 a9!tat0®5 gathering,medium,THREAT
1628,"Package status unclear, abort the handover","Pa(k49e 57a7v5 un(lea® , @8or7 7#3 #@ñd0ve®",high,HATE
1629,All units remain in blackout; maintain radio silence,All units rema1n in blackout ; maintain radio si1eñce,low,THREAT
1630,All units remain in blackout; maintain radio silence,4l1 vnits r3m4n in blackout ; ma!nta!n radio $il3ñc3,medium,HATE
1631,"Sector 1 shows suspicious activity, verify","$e(70r #1$ $$#0w5$ @5u$p1c1ovs# 4(7iv17y , v3®!fy",high,THREAT
1632,"Package status unclear, abort the handover","P4(k0@g3 $7a72u5 vñcl34® , @480®t@ th3 h4ñdove®",high,SAFE
1633,"Multiple crossings detected near border side, alert command","Multipl3 (rossing5 detected near border side , alert command",low,HATE
1634,"Tango spotted near checkpoint, move to cover","Tango spotted n3a® checkpoint , move t0 cover",low,SAFE
1635,"Multiple crossings detected near border side, alert command","Mult1ple crossings dete(ted near border side , alert comm4nd",low,HATE
1636,Unverified reports suggest agitators gathering,Unverified reports sug9est agitators gat#ering,low,THREAT
1637,"Patrol cancelled, area seems unsafe","Patrol cañce1led , area 5eems uñsafe",low,HATE
1638,"Operation Delta in two minutes, finalize readiness","0pera7!0n D381ta i7ñ 7w0 m1ñv7es , f!ñ@61iz3 @®3@din3ss#",high,SAFE
1639,Unverified reports suggest agitators gathering,Uñv3®!f!ed ®3po®ts 5v993$7 49it@70®5 ga7#3®!n9,high,SAFE
1640,All units remain in blackout; maintain radio silence,All vnits remain in blackout ; ma1ntain radio silence,low,SAFE
1641,"Payload drop scheduled at 0500 hrs, confirm logistics","P@yload drop schedu|3d @7 0500 hrs , conf1®m lo91st1($",medium,SAFE
1642,"Target confirmed near sector 1, stay alert","7@rget coñfi®med ñea9r $3(t0® #1# , s7@y #4|3®t$",high,HATE
1643,Code Alpha – maintain schedule,Code Alph – maintain sch3dl3,medium,SAFE
1644,"The source may shift position, keep eyes open","Th3 source may shift positi0n , keep eyes open",low,THREAT
1645,Unverified reports suggest agitators gathering,Unver1fied r3port5 su9g35t agi7ators gathering,low,THREAT
1646,"Target confirmed near sector 10, stay alert","Ta®ge7 (0ñfirmed ñe@® se(70® 10 , s7ay a|3®7",high,HATE
1647,"Multiple crossings detected near border side, alert command","#Mvl7!pl3@ @(®0$$1ñ95$ $d3t3ct3d$ n3@® 80rd3® s!d39 , @41e®7@ (ommand",high,HATE
1648,Establish perimeter and monitor the north ridge,E574blish perimeter and monitor the north r1dge,low,SAFE
1649,"Tango spotted near checkpoint, move to cover","Tan90 5_pot7ed ñe@r (#e(kpo!nt , move _to cover",medium,SAFE
1650,"Zone-1 reports hostile movement, silent mode on","Zñe - 1 rep0®ts hos7i13 movement , silent mod3 on",medium,HATE
1651,"Package status unclear, abort the handover","Package status unclear , abort the handover",low,HATE
1652,"Multiple crossings detected near border side, alert command","Multiple crossings detec7ed near 8order side , alert commañd",low,SAFE
1653,Establish perimeter and monitor the north ridge,Es74b11sh p3®imeter and moñitor 7h3 ñort# r1d93,medium,HATE
1654,"Multiple crossings detected near border side, alert command","Mul7ipl3 c®o5sings d3te(73d near 8orde® $1de , le®t comm@nd",medium,THREAT
1655,"Send backup, radio is down","Send backup , radio is down",low,SAFE
1656,"Payload drop scheduled at 0005 hrs, confirm logistics","Payload drop scheduled at 0005 hrs , confirm logistic5",low,HATE
1657,"Multiple crossings detected near border side, alert command","Multiple c®o$sin9s de7e(t3d near border side , alert command",medium,HATE
1658,"Civilian movement reported near checkpoint, caution","@(!viliañ# movem3ñt $®3port3d$ 1ñea® c#e(kpoiñ7 , (@v7ioñ",high,SAFE
1659,"Civilian movement reported near checkpoint, caution","Civilian movement report3d ne4r checkpoint , caution",low,HATE
1660,"Target confirmed near sector 1, stay alert","T4rge7 $(07nf1rmed@ ñ3@® $3(70® 61 , $7@y4 #a13®7$",high,THREAT
1661,"Payload drop scheduled at 0130 hrs, confirm logistics","P4yload drop scheduled at 0130 hrs , confirm 1ogistic5",low,THREAT
1662,"Multiple crossings detected near border side, alert command","Multipl3 crossings detected ñear border side , alert (0mmnd",medium,HATE
1663,"Target confirmed near sector 11, stay alert","#74®937# (0ñf1rm3d n3ar 5ec7o® 11 , $tay @13rt",high,HATE
1664,Need to secure base at dawn,$ñ33d@ 7o 5e(v®e bas3 @@67@ d@wn,high,SAFE
1665,All units remain in blackout; maintain radio silence,All unit5 rem41n in b14ckout ; m4in74in radi0 s1lence,low,SAFE
1666,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted dve t0 system anoma1y,low,THREAT
1667,"Package status unclear, abort the handover","Packa9e st4tus unclear , abort the handover",low,SAFE
1668,Code Alpha – maintain schedule,C0de @|p2#@ – m4!n7@!n $(#3du|e,high,HATE
1669,"Package status unclear, abort the handover","Package status vnclear , 4bo®t the handover",low,SAFE
1670,"The source may shift position, keep eyes open","7he 5ovr(e may $h1f7 pos!7-ion , keep ey3$ open",medium,SAFE
1671,"Sector 12 shows suspicious activity, verify","Sec_7o® 12 $hws suspicious ctv1ty , verify",medium,THREAT
1672,"Payload drop scheduled at 0500 hrs, confirm logistics","Payl04d drop scheduled at 0500 h®s , confirm logi5tics",low,SAFE
1673,All units remain in blackout; maintain radio silence,All units r3main in black0ut ; maintain radio sileñce,low,SAFE
1674,"Sector 5 shows suspicious activity, verify","Sector 5 $hows suspiciov$ activity , v3®ify",medium,SAFE
1675,"Payload drop scheduled at 0300 hrs, confirm logistics","P@ylod drop scheduled @7 0300 #®5 , confirm logistics",medium,SAFE
1676,Code Alpha – maintain schedule,Code Alph4 – ma1ñtain schedule,medium,SAFE
1677,"The source may shift position, keep eyes open","The source may shift position , keep eyes open",low,HATE
1678,"Transmission jam detected, postpone the meeting","7r4ñ$mi55!0n j3@m dete(73d , pos7poñe t#e m3e71ng",high,THREAT
1679,Recon reports possible infiltration near hill-7,Recon report$ pos5ib|3 iñfi1tr471on near h!ll - 7,medium,SAFE
1680,"Payload drop scheduled at 2100 hrs, confirm logistics","Pay10ad drop scheduled a7 2100 hrs , conf1®m logistics",medium,HATE
1681,"Send backup, radio is down","Send backup , radio is_ down",medium,HATE
1682,"Send backup, radio is down","S3nd backup , radio is down",low,SAFE
1683,Mission NeonSky aborted due to system anomaly,Misson NeonSky a8o®t3d du3 to system @nom@ly,medium,THREAT
1684,"Target confirmed near sector 9, stay alert","Target (0nf1rmed ñear sector 9 , st4y al3rt",medium,SAFE
1685,Establish perimeter and monitor the north ridge,3st4b|i$# p3r!m37er $4ñd$ m0ñ!7or t#3 ñ0®t#3 ridge,high,HATE
1686,"Multiple crossings detected near border side, alert command","Mu1tiple crossings detected near border side , alert (0mmand",low,HATE
1687,"Tango spotted near checkpoint, move to cover","Tango spotted ñ3ar checkpoint , mov3 to cover",low,THREAT
1688,"The source may shift position, keep eyes open","The  s0ur(3 may 5#ift position , k3ep yes open",medium,THREAT
1689,Unverified reports suggest agitators gathering,vñv3®1fied @®3p80rts$ su9935t ag!74702®s @g@97h3®!ñ9@,high,SAFE
1690,"Transmission jam detected, postpone the meeting","@7r4n5m15$8!0n#  $jam$ d3753(ted , pos7p0ñe $th35$ mee7iñ9",high,SAFE
1691,"Package status unclear, abort the handover","P4(ka93  s7@7v5 #uñc13a®@ , @3bo®7 th3 @#añdov3®#",high,HATE
1692,"The source may shift position, keep eyes open","The source may shift posi7ioñ , keep eyes open",low,HATE
1693,"The source may shift position, keep eyes open","7h3 sourc3 may s#ift psiti0n , k3ep eyes 0pen",medium,HATE
1694,"Operation Delta in two minutes, finalize readiness","0per47i0n Delta !n 7wo m!nutes , fina|1z readiness",medium,THREAT
1695,Unverified reports suggest agitators gathering,Unverified r3po®7s sug9es7 ag1t@tor5 gathering,medium,THREAT
1696,Establish perimeter and monitor the north ridge,Establish per!meter and m0ñ!tor the no®t# ridge,medium,HATE
1697,"Civilian movement reported near checkpoint, caution","Civilian movement reported near checkp0in7 , caut1on",low,SAFE
1698,"Multiple crossings detected near border side, alert command","Mu|tip13 (®0$$1n965 @det3(7ed$ ñe@® 860®d3® @$!d3$ , 413®7 (0mma9nd",high,SAFE
1699,"Civilian movement reported near checkpoint, caution","Civilian movement reported near checkpoint , caution",low,THREAT
1700,"Zone-D reports hostile movement, silent mode on","Zoñ3 - D reports hostil3 movement , s1en7 mode on",medium,THREAT
1701,Unverified reports suggest agitators gathering,Unverified  rep0rts sugg3s7 agitators gathering,medium,THREAT
1702,"The source may shift position, keep eyes open","The source may shift position , keep ey3s open",low,HATE
1703,Code Alpha – maintain schedule,(0de Alpha – maiñtain schedule,low,THREAT
1704,"Civilian movement reported near checkpoint, caution","(ivil!añ m0v3mñt reported ne4r checkpoint , cautoñ",medium,HATE
1705,Mission NeonSky aborted due to system anomaly,M15si0ñ ñ30n5ky 4b0®7ed dve 70 sy$73m @ñomaly,high,HATE
1706,All units remain in blackout; maintain radio silence,All uñits remain in b1ackovt ; ma1ntaiñ radio silence,low,THREAT
1707,"Target confirmed near sector 3, stay alert","7arge7 (onf1®med near sector 3 , 5tay alert",low,THREAT
1708,Code Alpha – maintain schedule,Code Alpha – main7ain schedule,low,THREAT
1709,"Tango spotted near checkpoint, move to cover","Tango spotted near checkpoint , move to cover",low,THREAT
1710,"Patrol cancelled, area seems unsafe","Patrol cancelled , are4 seems unsafe",low,SAFE
1711,"Operation Delta in two minutes, finalize readiness","0p3ra71_0ñ Delta iñ two minv735 , finalize r3adiñ3ss",medium,SAFE
1712,"The source may shift position, keep eyes open","The sour(3 may shift posi7!on , keep eye5 open",medium,SAFE
1713,"Package status unclear, abort the handover","Packag3 status unclear , abort 7he handover",low,THREAT
1714,Code Alpha – maintain schedule,C0de Alpha – maintain schedule,low,SAFE
1715,"Sector 1 shows suspicious activity, verify","$3(70®  $1@ $$#0w5$ 5vspi(!0u$ @(7!v!ty , @ve®ify@",high,HATE
1716,"Civilian movement reported near checkpoint, caution","Civlian movemen7 reported n3ar checkpoint , (ati0n",medium,THREAT
1717,"Sector 4 shows suspicious activity, verify","Se(t0® 4 shows suspicious activity , verify",low,HATE
1718,"Payload drop scheduled at 0500 hrs, confirm logistics","Payl0ad drop sch3d1ed at 0500 #rs , c0nfi®m l0gistc$",medium,SAFE
1719,Unverified reports suggest agitators gathering,vñverifi3d repor7$ 5vgg3s7 4g!tators g4thering,medium,HATE
1720,"The source may shift position, keep eyes open","The source may shift position , keep eyes open",low,THREAT
1721,Recon reports possible infiltration near hill-5,Recoñ reports possible infiltration near hill - 5,low,SAFE
1722,"Tango spotted near checkpoint, move to cover","Tañgo spott3d near (heckpoin7 , move to cover",low,THREAT
1723,All units remain in blackout; maintain radio silence,All un1t5 ®emain in bl4ckovt ; main7ain radio sil3nce,low,HATE
1724,"Target confirmed near sector 10, stay alert","Target confirmed n34r sector 10 , stay alert",low,THREAT
1725,Need to secure base at dawn,N3ed to secure base at dawn,low,SAFE
1726,Recon reports possible infiltration near hill-8,Rec0ñ rports possible nfiltraton near hill - 8,medium,SAFE
1727,"Send backup, radio is down","$end ba(kp , radi0 is d0wn",medium,THREAT
1728,Recon reports possible infiltration near hill-12,Rec0n r3po®75 p0s$1b|e- infil7r4ti0n n3ar h1ll - 12,medium,SAFE
1729,"Zone-1 reports hostile movement, silent mode on","Zone - 1 reports hostile movem3nt , silent mode on",low,SAFE
1730,Code Alpha – maintain schedule,(0de 4|ph@ – $main7@iñ@ s(#3dv|3,high,SAFE
1731,All units remain in blackout; maintain radio silence,A|| vñit5 remain !n blckout ; ma1ntan radio silen(3,medium,HATE
1732,All units remain in blackout; maintain radio silence,@|1 $vni7$@ ®em4in !ñ @8|a(k0ut$ ; m@iñt41n #r@di0# @5il3ñc3#,high,SAFE
1733,"Target confirmed near sector 11, stay alert","Tar9e7 confirmed near sector 11 , stay alert",low,THREAT
1734,"Operation Delta in two minutes, finalize readiness","Op3raton Delta n tw minu7es , f1ñlize- readiness",medium,SAFE
1735,Mission NeonSky aborted due to system anomaly,Mission Ne0nSky aborted due to 5ystem an0maly,low,HATE
1736,"Multiple crossings detected near border side, alert command","Multiple _c®o$s1ng5 d73cted ñe_a® border 5de , ale®t command",medium,THREAT
1737,"Operation Delta in two minutes, finalize readiness","$Ope®471on@ D3|74 !n two miñv73$ , f1ñaliz3 ®ead!ñ35$",high,THREAT
1738,Recon reports possible infiltration near hill-11,R3c0n r3p0rt5 po$$!8l3 !ñfi17ra7!0n ñ34® #!1| - #111#,high,THREAT
1739,"Transmission jam detected, postpone the meeting","@7®4ñ$m!$s10n$ #j@m$ de73c7ed , p005tp0n3 7#e m337iñ9",high,SAFE
1740,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload d®op scheduled 4t 0500 hrs , (onfi®m logistics",low,SAFE
1741,"The source may shift position, keep eyes open","Th3 5ovrc3 may sh1ft position , k3ep eyes op3ñ",medium,SAFE
1742,"Operation Delta in two minutes, finalize readiness","Operation D317a in two m1ñut3s , f1nlze rediñes5",medium,HATE
1743,"Zone-2 reports hostile movement, silent mode on","Zone - 2 r3p0®ts #ostil3 movement , s1len7 mode on",medium,HATE
1744,"Sector 5 shows suspicious activity, verify","S3(t0® 5 5h0ws @susp1c1ov$$ @(tiv17y , ve®1fy",high,SAFE
1745,Establish perimeter and monitor the north ridge,Establish p3rimeter and monitor the north ridge,low,THREAT
1746,Recon reports possible infiltration near hill-10,Re(n  r3p0r7$ po$s!ble infiltration ñ3ar h|| - 10,medium,SAFE
1747,"Tango spotted near checkpoint, move to cover","Tañ9 spotted ña® checkpoint , m0ve 70 cover",medium,HATE
1748,Unverified reports suggest agitators gathering,vñve®1fi3d reports suggest agitat0®$ 9at#riñg,medium,SAFE
1749,"Sector 7 shows suspicious activity, verify","Sector 7 shows suspicious activity , verify",low,THREAT
1750,"Transmission jam detected, postpone the meeting","Transmis5ion jam dete(ted , postpone the meeting",low,HATE
1751,"Multiple crossings detected near border side, alert command","Mu1t!pl3 c®o55in59$ d373(7ed #ñ34®# b0rd3r $s1de$ , ale®t c0mmand",high,THREAT
1752,"Sector 10 shows suspicious activity, verify","S3(t0r 10 5h0ws susp1(!0us act1vity , verify",medium,SAFE
1753,"Transmission jam detected, postpone the meeting","#7r4ñsmi$5!oñ@ jam det3(73d , p0$7p0ne the1 m3371ñg",high,HATE
1754,Recon reports possible infiltration near hill-3,Recoñ reports possible infiltr4tion near hill - 3,low,THREAT
1755,"Operation Delta in two minutes, finalize readiness","@0p3®@t10ñ#  Delta !ñ $7w0$ m1ñv735 , #f!ñ@l1z3$ ®36adine5s",high,SAFE
1756,"Target confirmed near sector 7, stay alert","T@rget (ñfirm3d near s3cto® 7 , stay @lert",medium,HATE
1757,"Zone-1 reports hostile movement, silent mode on","Z0ñe - 1 ®epr7s hostile movement , s1ent mode on",medium,SAFE
1758,"Zone-D reports hostile movement, silent mode on","Z0ne - D reports hostile m0vement , silent mode on",low,THREAT
1759,"Target confirmed near sector 9, stay alert","Ta®g3t  (oñfirmed ñ3a® s3(7or $9@ , 57ay @|3r7",high,SAFE
1760,"Transmission jam detected, postpone the meeting","7®4n$m!$5!0ñ jam d3t3(t3d , p0$7p0ne #t#e# @m337!ñ9#",high,SAFE
1761,Unverified reports suggest agitators gathering,Unverified reports suggest agitators gathering,low,SAFE
1762,"Payload drop scheduled at 0500 hrs, confirm logistics","P4yload drop sch3dvled at 0500 hrs , confirm logistics",low,HATE
1763,"Zone-1 reports hostile movement, silent mode on","Zone - 1 rep0®ts hostile movement , si13nt mode on",low,THREAT
1764,"Sector 10 shows suspicious activity, verify","Sector 10 shows suspicious 4ctiv1ty , v3rify",low,SAFE
1765,"Payload drop scheduled at 0005 hrs, confirm logistics","Pay10ad $d®06p# s(h3du13d @7 01005 #rs , (0nf!®m 10gi8571(s",high,HATE
1766,Mission NeonSky aborted due to system anomaly,M!$5!0n N3oñ$k4y #480r73d$ $due$ 70 $ys73m 4nom4|y,high,SAFE
1767,Need to secure base at dawn,Need to secure base at dawn,low,THREAT
1768,Recon reports possible infiltration near hill-7,Recon ®epo®ts possible infiltration near #ill - 7,low,THREAT
1769,"Multiple crossings detected near border side, alert command","Multip1e crossings detected near border side , 4le®t command",low,SAFE
1770,"Sector 5 shows suspicious activity, verify","Sctor 5 $#ows svsp(ius activ1ty , ve®1fy",medium,THREAT
1771,Mission NeonSky aborted due to system anomaly,Mission N30n5ky a80rt3d due 7o system 4nomaly,low,SAFE
1772,"Patrol cancelled, area seems unsafe","Ptro1  cancelled , are4 53em$ nsaf3",medium,SAFE
1773,"Send backup, radio is down","Send backup , radio is down",low,HATE
1774,"Patrol cancelled, area seems unsafe","P@tr0l cancelled , @_re4 seems unsafe",medium,THREAT
1775,"Civilian movement reported near checkpoint, caution","C!vi|1@ñ m0v3m3n7 ®ep0®73d $n3@®# (#3(kpo1ñ7 , c@v71oñ",high,HATE
1776,"The source may shift position, keep eyes open","Th3 source may s#ift p$ition , kep eyes op3n",medium,HATE
1777,"Multiple crossings detected near border side, alert command","Mult1ple crossings detect3d near border side , alert commañd",low,SAFE
1778,"Tango spotted near checkpoint, move to cover","7@n9o sp07ted $n364®@ (#e(kp0!n7 , m0v3 70 (0ver",high,THREAT
1779,"Civilian movement reported near checkpoint, caution","Civilian movement reported near ch3ckpoint , caution",low,SAFE
1780,All units remain in blackout; maintain radio silence,4ll uñi7s ®3ma!n @iñ$ 8l@(k0v7 ; m4in7a!n ®@d!0 si|3ñc3,high,SAFE
1781,Recon reports possible infiltration near hill-3,Re(0n ®3po®75 @po5$18l3# 1ñf!1t®47ioñ $n34®$ 5#i1| - #3$,high,SAFE
1782,All units remain in blackout; maintain radio silence,@|1 vñ!750 @®3m@iñ@ #!ñ$ b14(kovt ; $m4!n741ñ@ r@di20 $11ence,high,SAFE
1783,"Payload drop scheduled at 0300 hrs, confirm logistics","Pay10@d  drop @$(#3du0|3d@ @t 0300 #®$ , coñf!®m |0g1s7i(s",high,HATE
1784,Code Alpha – maintain schedule,Code Alpha – m@i_ntaiñ 5c#du13,medium,SAFE
1785,"Transmission jam detected, postpone the meeting","@T®@ñ5mi$5!0n# jam d37ected , p0$7poñ3 1t#e m033tiñ9",high,THREAT
1786,"Patrol cancelled, area seems unsafe","Patrol cancelled , area se3ms uns4f3",low,SAFE
1787,Code Alpha – maintain schedule,Code  A|ph4 – maintain schedule,medium,HATE
1788,"The source may shift position, keep eyes open","7#3 #50v®(e# $may# s#ift p05it!oñ , k33p eye5 0peñ",high,SAFE
1789,Code Alpha – maintain schedule,Code Alpha – maintain schedule,low,HATE
1790,"Package status unclear, abort the handover","Package 5ta7vs uncl3@® , abort the hañdov3r",medium,SAFE
1791,"Multiple crossings detected near border side, alert command","Multiple  crossings detected near border side , alert command",low,THREAT
1792,"Patrol cancelled, area seems unsafe","P@7r0| (añc3|13d , @®3a #se3m15$ vñs2af3",high,THREAT
1793,Unverified reports suggest agitators gathering,Unverified reports suggs7 agi7@t0®$ g7heriñg,medium,SAFE
1794,"Multiple crossings detected near border side, alert command","Multiple (ro5sin9s detected near border side , a1ert command",low,SAFE
1795,"Payload drop scheduled at 0500 hrs, confirm logistics","Paylod d®op scheduled at 0500 hr$ , confirm l0gisti(s",medium,HATE
1796,"The source may shift position, keep eyes open","T#e sov®(3 @m@y$ 5#5!f7 @po$17i30n# , k33p $0ey35$ 0p3ñ",high,HATE
1797,"Payload drop scheduled at 0005 hrs, confirm logistics","Payl0ad drop schedvl3d at 0005 hrs , confirm |0g!st1cs",medium,SAFE
1798,Unverified reports suggest agitators gathering,Unverified reports suggest agi7ators gathering,low,HATE
1799,"Target confirmed near sector 9, stay alert","7ar9et confirmed nea® secto® 9 , stay a-|ert",medium,SAFE
1800,"Target confirmed near sector 9, stay alert","Target  confirmed near sector 9 , stay alert",low,HATE
1801,All units remain in blackout; maintain radio silence,All uñt5_ remain in blackout ; ma!ñ7a!ñ rad0 si|ence,medium,SAFE
1802,"Tango spotted near checkpoint, move to cover","7añgo 5po7ted near che(kp0int , mov3 t0 cover",low,SAFE
1803,"Package status unclear, abort the handover","P@(k4g3 574tv5 vn(le@® , ab0®t 7#3 #@4ñd0v3®",high,SAFE
1804,"Multiple crossings detected near border side, alert command","#Mv|74!pl3# c®055!ñ95 #de73c73d# ñea® 80rde® s!d3 , $ale®7# $(0mm@ñd0@",high,HATE
1805,"Zone-2 reports hostile movement, silent mode on","Zone - 2 r3p0®t5 hostile mvment , $!1ent mode on",medium,THREAT
1806,"Send backup, radio is down","S3nd $84@(kvp@ , ®a3di0 1$ d0wñ",high,SAFE
1807,Need to secure base at dawn,ñ33d  @t30$ 53(u®3 b@$3 4t d4wñ,high,SAFE
1808,"Payload drop scheduled at 2100 hrs, confirm logistics","Pay|04d d®op s(#3duled $@7$ @2100# #rs , c0nf1®m #|o9i$t1(5@",high,SAFE
1809,"Multiple crossings detected near border side, alert command","Mu1tip|e cross1ngs detected near border s1d3- , @1er7 (mmañd",medium,SAFE
1810,"Target confirmed near sector 2, stay alert","Target (onf1rm3d nea® sector 2 , 5tay |e®7",medium,HATE
1811,Establish perimeter and monitor the north ridge,Establish perimeter añd monitor the north ®id9e,low,THREAT
1812,"Transmission jam detected, postpone the meeting","Trañ$m!ss!0n jam d37ec7ed , p0stpone the meetiñg",medium,HATE
1813,"Patrol cancelled, area seems unsafe","P@t®ol (46ñ(3|led , @®34 s3em5 vñsaf3",high,HATE
1814,"Target confirmed near sector 11, stay alert","Target confirmed near sector 11 , stay a1ert",low,THREAT
1815,"Patrol cancelled, area seems unsafe","P47®90l (a1ñ(3||ed , #@®ea@ s323m$ uñsafe",high,SAFE
1816,Mission NeonSky aborted due to system anomaly,Mission NeonSky abort3d du3 to system @ñom4l-y,medium,SAFE
1817,"Patrol cancelled, area seems unsafe","Patrol cancelled , 4rea seems unsafe",low,SAFE
1818,"Transmission jam detected, postpone the meeting","Transm!s5!on jam d37ec73d , postpone th3 meeting",medium,HATE
1819,"Target confirmed near sector 1, stay alert","7ar9e7 c0ñfi®md near s3ct0r 1 , st@y a|e®t",medium,THREAT
1820,"Patrol cancelled, area seems unsafe","Patrol can(3l13d , r3a seems uns@f3",medium,THREAT
1821,Establish perimeter and monitor the north ridge,Establish perimeter and monito® the north ridge,low,HATE
1822,All units remain in blackout; maintain radio silence,All uñits rema1n in blackout ; maiñt4in radio silence,low,SAFE
1823,"Tango spotted near checkpoint, move to cover","Tango  spotted near ch3ckpoint , move to cover",low,HATE
1824,"Payload drop scheduled at 0300 hrs, confirm logistics","P4ylad drop sc#edu1ed at 0300 #r$ , (0ñf!rm 109!$7ics",medium,HATE
1825,Mission NeonSky aborted due to system anomaly,#Mis$i0n# $ñ30n5ky$ @48o®t3d# dv3 #70# $ys7em 4ñ0maly,high,HATE
1826,"Operation Delta in two minutes, finalize readiness","Ope®4ti0ñ De17a in two m1nvt3s , fina|ze red1ñess",medium,SAFE
1827,Establish perimeter and monitor the north ridge,35t@81!5# pe®i0m373® 4ñd m0ñ170® @7#3# n0®th rid93,high,SAFE
1828,Mission NeonSky aborted due to system anomaly,Mission NeonSky aborted due to system anomaly,low,THREAT
1829,"Tango spotted near checkpoint, move to cover","Tan9o sp07t3d ñear checkpoint , mve t0 cover",medium,HATE
1830,Unverified reports suggest agitators gathering,Unverified reports suggest agitators gathering,low,SAFE
1831,Recon reports possible infiltration near hill-7,Recon rep0r75 pos51ble infiltrat10n near hill - 7,low,HATE
1832,"Operation Delta in two minutes, finalize readiness","0p3®4tion D3lt@ !9ñ two m!ñv735 , #f1ñ4|1z3# #®e4d1ñ13$s#",high,THREAT
1833,"Payload drop scheduled at 0500 hrs, confirm logistics","Payload drop scheduled at 0500 h®s , confirm logistics",low,THREAT
